fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,timestamp
5,2,7,70,1,0,8,144,86,47.0,1796.0,1788.0,319.0,812.0,5013.0,282.0,112.0,764.0,3192.0,263021
0,30,7,55,96,2,1,144,86,123.0,471.0,470.0,160.0,360.0,322.0,273.0,147.0,328.0,469.0,263066
0,2,7,70,1,1,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,263108
10,2,7,70,23,0,2,146,86,38.0,628.0,626.0,165.0,430.0,1059.0,239.0,114.0,405.0,834.0,263147
2,15,99,100,6,0,1,31,54,9.0,206.0,205.0,35.0,256.0,176.0,137.0,95.0,245.0,207.0,263198
0,6,7,70,1,0,1,144,86,4.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,263242
4,0,100,0,0,1,1,101,100,4.0,191.0,191.0,30.0,103.0,245.0,71.0,1.0,87.0,193.0,263284
0,46,7,70,1,0,1,0,42,27.0,52.0,51.0,52.0,122.0,51.0,50.0,50.0,120.0,51.0,263327
2,2,78,46,1,0,1,75,84,6.0,211.0,210.0,1.0,175.0,186.0,105.0,39.0,159.0,211.0,263379
0,2,7,70,1,0,5,144,86,24.0,1191.0,1186.0,208.0,579.0,2934.0,241.0,87.0,535.0,1985.0,263425
0,2,7,31,73,0,1,144,86,72.0,424.0,423.0,113.0,289.0,275.0,226.0,100.0,257.0,422.0,263466
13,16,0,47,0,0,1,67,100,17.0,177.0,176.0,16.0,197.0,260.0,97.0,60.0,196.0,189.0,263509
0,0,42,29,1,0,2,97,100,3.0,407.0,405.0,15.0,212.0,811.0,104.0,23.0,189.0,605.0,263554
0,2,7,22,1,0,1,144,86,0.0,343.0,342.0,32.0,199.0,194.0,145.0,19.0,167.0,341.0,263605
0,0,100,100,13,0,4,91,63,26.0,986.0,982.0,200.0,557.0,2289.0,252.0,121.0,520.0,1581.0,263659
0,2,7,70,1,0,1,94,86,6.0,274.0,273.0,34.0,235.0,176.0,144.0,61.0,214.0,272.0,263703
0,6,51,35,12,1,1,2,67,0.0,35.0,34.0,72.0,67.0,49.0,30.0,28.0,65.0,34.0,263745
0,2,7,93,1,0,1,144,86,0.0,414.0,413.0,103.0,341.0,265.0,216.0,90.0,309.0,412.0,263787
0,49,7,27,1,0,1,114,86,42.0,300.0,300.0,31.0,196.0,181.0,143.0,41.0,170.0,297.0,263835
6,6,2,100,0,1,1,72,100,0.0,233.0,232.0,52.0,281.0,235.0,148.0,99.0,272.0,238.0,263878
0,2,69,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,263920
7,1,0,68,4,2,1,0,41,8.0,60.0,59.0,30.0,149.0,136.0,58.0,65.0,154.0,66.0,263962
0,49,7,70,1,2,1,144,86,47.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,264005
0,13,0,75,7,0,1,0,45,0.0,63.0,62.0,41.0,138.0,62.0,61.0,61.0,136.0,62.0,264059
24,2,7,70,1,0,1,144,99,21.0,370.0,369.0,134.0,369.0,504.0,199.0,112.0,365.0,392.0,264112
0,2,45,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,264170
7,8,0,58,1,0,1,6,50,2.0,72.0,71.0,33.0,139.0,138.0,56.0,54.0,142.0,78.0,264218
0,2,36,18,17,0,1,144,86,16.0,355.0,354.0,44.0,207.0,225.0,157.0,31.0,175.0,353.0,264265
6,11,60,11,0,1,1,148,47,26.0,635.0,635.0,153.0,353.0,470.0,265.0,31.0,300.0,637.0,264316
0,8,14,100,15,2,3,0,1,15.0,496.0,493.0,56.0,338.0,1441.0,118.0,104.0,330.0,893.0,264361
0,0,8,100,8,1,1,31,30,0.0,299.0,298.0,67.0,297.0,206.0,176.0,98.0,276.0,297.0,264411
0,2,7,36,1,0,1,144,86,0.0,357.0,356.0,46.0,227.0,208.0,159.0,33.0,195.0,355.0,264456
0,2,0,46,9,2,2,2,87,1.0,242.0,240.0,33.0,157.0,712.0,49.0,41.0,151.0,440.0,264503
0,2,77,70,78,0,1,144,86,77.0,468.0,467.0,157.0,372.0,327.0,270.0,144.0,340.0,466.0,264544
0,2,7,70,1,2,7,144,86,36.0,1591.0,1584.0,272.0,721.0,4280.0,265.0,97.0,671.0,2783.0,264587
0,0,0,0,0,0,4,0,62,0.0,592.0,595.0,19.0,202.0,2017.0,23.0,5.0,194.0,1185.0,264636
0,0,0,67,19,0,1,0,31,0.0,67.0,66.0,37.0,134.0,66.0,65.0,65.0,132.0,66.0,264695
0,2,99,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,272.0,193.0,67.0,263.0,389.0,264749
0,0,7,70,1,0,1,144,86,1.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,264791
4,12,6,53,0,0,1,67,100,4.0,174.0,173.0,5.0,173.0,158.0,94.0,48.0,163.0,177.0,264835
0,0,0,0,17,0,1,0,95,2.0,1.0,1.0,105.0,1.0,1.0,3.0,3.0,3.0,2.0,264880
0,2,7,70,1,0,1,93,86,6.0,272.0,271.0,33.0,234.0,174.0,143.0,61.0,213.0,270.0,264920
0,2,71,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,244.0,193.0,67.0,263.0,389.0,264960
0,4,23,57,6,0,1,55,54,1.0,251.0,250.0,21.0,207.0,160.0,130.0,53.0,187.0,249.0,265001
0,15,4,82,5,0,1,0,100,0.0,68.0,67.0,36.0,150.0,67.0,66.0,66.0,148.0,67.0,265043
7,11,0,27,0,0,1,6,46,0.0,43.0,42.0,63.0,77.0,107.0,25.0,22.0,80.0,48.0,265087
24,2,7,70,1,0,1,144,86,24.0,415.0,414.0,152.0,391.0,530.0,217.0,115.0,383.0,437.0,265125
0,2,7,1,1,0,1,144,86,0.0,323.0,323.0,12.0,158.0,180.0,125.0,1.0,126.0,321.0,265163
0,0,25,0,7,2,3,0,95,0.0,395.0,397.0,47.0,135.0,1367.0,15.0,3.0,129.0,790.0,265210
0,8,44,63,7,0,1,0,44,5.0,51.0,50.0,53.0,114.0,50.0,49.0,49.0,112.0,50.0,265260
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,265301
0,2,7,49,1,0,1,144,9,127.0,3263.0,3262.0,1175.0,1728.0,1838.0,1389.0,173.0,1438.0,3246.0,265340
0,18,42,100,14,0,1,0,70,12.0,95.0,94.0,9.0,195.0,94.0,93.0,93.0,193.0,94.0,265382
5,17,64,97,0,0,1,16,52,5.0,146.0,145.0,14.0,228.0,172.0,108.0,89.0,225.0,150.0,265425
24,2,7,70,1,0,6,144,86,54.0,1415.0,1409.0,312.0,746.0,3895.0,277.0,140.0,723.0,2432.0,265465
0,18,66,100,0,1,1,54,73,6.0,231.0,230.0,35.0,259.0,165.0,143.0,87.0,243.0,230.0,265506
0,2,7,23,181,0,1,144,86,180.0,524.0,523.0,213.0,381.0,375.0,326.0,200.0,349.0,522.0,265546
0,0,86,20,0,2,1,127,100,7.0,258.0,257.0,3.0,152.0,211.0,108.0,11.0,128.0,256.0,265587
0,24,7,70,1,0,1,144,86,22.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,265628
0,0,0,17,3,2,1,37,22,1.0,342.0,341.0,29.0,192.0,191.0,143.0,16.0,160.0,339.0,265678
0,2,7,84,1,0,1,144,86,0.0,405.0,404.0,94.0,323.0,256.0,207.0,81.0,291.0,403.0,265722
0,2,7,70,1,0,1,67,12,34.0,1181.0,1180.0,384.0,698.0,683.0,526.0,101.0,596.0,1175.0,265762
0,2,7,83,1,0,5,144,72,25.0,1269.0,1264.0,245.0,638.0,2982.0,281.0,101.0,588.0,2062.0,265800
2,0,0,98,0,0,3,48,50,4.0,675.0,672.0,121.0,427.0,1557.0,185.0,100.0,403.0,1074.0,265843
2,5,99,100,6,0,3,31,10,34.0,1116.0,1113.0,295.0,657.0,1815.0,375.0,128.0,595.0,1512.0,265886
0,42,7,70,1,2,3,119,86,49.0,732.0,729.0,121.0,407.0,1555.0,192.0,74.0,374.0,1128.0,265927
0,0,100,0,0,1,1,101,61,4.0,318.0,318.0,8.0,153.0,269.0,122.0,5.0,122.0,315.0,265969
2,0,78,46,1,0,2,75,84,1.0,411.0,409.0,33.0,246.0,863.0,117.0,44.0,227.0,610.0,266010
25,2,7,43,1,0,1,144,86,25.0,389.0,388.0,128.0,341.0,515.0,191.0,90.0,334.0,412.0,266053
0,12,0,100,0,0,1,47,100,3.0,176.0,175.0,14.0,231.0,134.0,120.0,84.0,220.0,175.0,266103
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,266142
0,3,42,29,14,0,3,97,100,18.0,620.0,617.0,60.0,296.0,1501.0,129.0,41.0,270.0,1017.0,266185
0,0,100,100,13,0,1,0,63,6.0,94.0,93.0,10.0,194.0,94.0,92.0,92.0,192.0,93.0,266233
0,2,38,70,1,0,1,136,86,2.0,373.0,372.0,72.0,286.0,230.0,186.0,65.0,256.0,370.0,266273
0,2,83,55,1,0,1,144,86,0.0,376.0,375.0,65.0,265.0,256.0,178.0,52.0,233.0,374.0,266314
0,6,86,0,12,2,1,2,67,0.0,6.0,6.0,101.0,3.0,84.0,1.0,1.0,1.0,5.0,266355
0,2,7,70,187,0,1,144,86,186.0,577.0,576.0,266.0,481.0,428.0,379.0,253.0,449.0,575.0,266403
0,37,7,70,1,0,1,175,86,38.0,464.0,463.0,108.0,333.0,282.0,224.0,70.0,294.0,461.0,266465
0,2,7,70,1,0,1,144,8,145.0,3688.0,3687.0,1352.0,1976.0,2085.0,1580.0,212.0,1650.0,3669.0,266516
0,12,0,100,0,2,1,72,100,0.0,227.0,226.0,34.0,257.0,163.0,142.0,87.0,242.0,226.0,266560
0,8,0,93,0,2,1,104,70,2.0,375.0,374.0,86.0,321.0,242.0,199.0,86.0,292.0,372.0,266603
0,13,0,100,7,0,1,0,51,0.0,88.0,87.0,16.0,188.0,87.0,86.0,86.0,186.0,87.0,266647
0,7,56,58,1,0,1,55,50,1.0,264.0,263.0,22.0,212.0,165.0,132.0,49.0,190.0,261.0,266692
0,2,7,70,127,0,1,47,86,115.0,290.0,289.0,118.0,305.0,240.0,223.0,182.0,293.0,288.0,266735
0,2,95,70,1,0,3,144,86,12.0,791.0,788.0,144.0,437.0,1622.0,217.0,77.0,399.0,1187.0,266789
1,0,60,23,0,0,1,148,79,0.0,384.0,383.0,50.0,225.0,266.0,164.0,22.0,191.0,382.0,266859
0,2,7,14,1,0,1,144,48,10.0,602.0,601.0,126.0,319.0,334.0,249.0,21.0,263.0,598.0,266910
0,0,78,70,1,2,1,41,86,13.0,149.0,148.0,14.0,172.0,115.0,92.0,55.0,162.0,147.0,266954
0,8,14,0,0,2,3,172,77,21.0,847.0,849.0,128.0,366.0,1602.0,206.0,24.0,320.0,1240.0,267003
0,12,8,59,15,1,1,66,100,13.0,189.0,188.0,4.0,183.0,129.0,110.0,59.0,169.0,188.0,267048
0,2,7,21,179,0,1,144,86,178.0,520.0,519.0,209.0,375.0,371.0,322.0,196.0,343.0,518.0,267091
0,2,0,52,0,0,2,2,87,10.0,239.0,237.0,36.0,160.0,709.0,46.0,38.0,154.0,437.0,267131
0,0,0,0,0,2,1,0,71,18.0,17.0,17.0,121.0,17.0,17.0,19.0,19.0,19.0,18.0,267184
49,2,7,70,1,0,1,144,86,49.0,440.0,439.0,227.0,491.0,830.0,242.0,165.0,508.0,487.0,267228
0,2,74,70,1,1,1,144,86,0.0,391.0,390.0,80.0,295.0,247.0,193.0,67.0,263.0,389.0,267267
0,0,0,67,10,0,1,0,31,9.0,58.0,57.0,46.0,125.0,57.0,56.0,56.0,123.0,57.0,267311
0,12,6,53,0,0,1,84,74,3.0,265.0,264.0,20.0,204.0,162.0,129.0,43.0,182.0,262.0,267356
0,2,7,70,7,0,6,144,86,36.0,1397.0,1391.0,246.0,656.0,3613.0,259.0,98.0,609.0,2390.0,267406
19,47,7,70,1,0,1,68,86,55.0,232.0,231.0,68.0,280.0,369.0,137.0,96.0,283.0,249.0,267446
0,2,7,70,1,0,1,3,86,15.0,60.0,59.0,48.0,127.0,56.0,54.0,52.0,124.0,59.0,267485
0,2,68,70,1,0,4,181,86,21.0,1078.0,1074.0,209.0,553.0,2320.0,266.0,85.0,504.0,1672.0,267524
0,0,0,68,17,0,1,0,100,2.0,66.0,65.0,38.0,134.0,65.0,64.0,64.0,132.0,65.0,267580
0,11,3,18,6,0,2,55,54,14.0,412.0,410.0,14.0,200.0,794.0,103.0,19.0,177.0,609.0,267625
0,15,8,54,0,0,1,139,8,153.0,3545.0,3544.0,1287.0,1879.0,1999.0,1511.0,191.0,1565.0,3527.0,267671
0,2,7,70,162,0,1,144,67,164.0,648.0,647.0,278.0,506.0,456.0,395.0,231.0,465.0,645.0,267712
0,2,7,70,139,2,1,144,35,159.0,1022.0,1021.0,407.0,684.0,655.0,538.0,226.0,608.0,1017.0,267752
7,11,0,27,0,0,1,6,46,0.0,43.0,42.0,63.0,77.0,107.0,25.0,22.0,80.0,48.0,267795
0,8,7,70,1,0,1,144,86,6.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,267841
0,0,25,100,16,1,1,0,95,3.0,97.0,96.0,7.0,197.0,96.0,95.0,95.0,195.0,96.0,267888
0,2,7,85,1,0,4,144,15,88.0,2607.0,2603.0,808.0,1355.0,3170.0,918.0,167.0,1171.0,3194.0,267937
0,2,7,70,1,0,1,120,86,3.0,335.0,334.0,58.0,266.0,210.0,169.0,64.0,239.0,332.0,267992
0,8,35,100,7,0,1,41,100,0.0,171.0,170.0,17.0,231.0,135.0,121.0,91.0,221.0,170.0,268040
0,18,42,100,0,2,1,12,70,1.0,117.0,116.0,9.0,200.0,100.0,95.0,82.0,195.0,116.0,268082
0,2,7,70,1,0,4,144,86,18.0,991.0,987.0,176.0,508.0,2261.0,229.0,82.0,467.0,1586.0,268122
0,1,0,97,9,0,1,16,52,7.0,150.0,149.0,8.0,217.0,121.0,112.0,88.0,209.0,149.0,268164
0,6,7,79,5,0,1,172,99,8.0,417.0,416.0,97.0,324.0,262.0,212.0,80.0,291.0,414.0,268203
0,7,7,70,1,0,1,150,96,3.0,369.0,368.0,71.0,283.0,228.0,183.0,65.0,253.0,366.0,268243
0,2,7,70,143,0,1,157,86,142.0,564.0,563.0,233.0,453.0,400.0,348.0,209.0,418.0,561.0,268294
1,2,7,70,10,0,3,144,86,22.0,801.0,798.0,156.0,450.0,1609.0,227.0,88.0,413.0,1198.0,268349
31,2,7,39,1,0,1,144,86,31.0,391.0,390.0,142.0,357.0,583.0,193.0,98.0,356.0,420.0,268395
0,5,66,100,0,1,1,0,73,14.0,82.0,81.0,22.0,182.0,81.0,80.0,80.0,180.0,81.0,268442
0,2,7,70,1,0,2,150,86,6.0,605.0,603.0,117.0,374.0,922.0,212.0,72.0,338.0,802.0,268485
0,2,1,70,14,0,1,187,86,17.0,505.0,504.0,132.0,360.0,311.0,249.0,84.0,319.0,502.0,268525
0,2,7,70,124,0,1,144,86,123.0,514.0,513.0,203.0,418.0,365.0,316.0,190.0,386.0,512.0,268572
1,0,86,20,4,2,1,65,51,2.0,264.0,263.0,5.0,161.0,228.0,113.0,17.0,137.0,263.0,268620
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,268673
0,4,7,67,1,0,1,144,89,0.0,377.0,376.0,72.0,284.0,231.0,186.0,62.0,253.0,374.0,268714
0,2,14,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,268755
0,2,7,70,27,0,1,144,82,26.0,434.0,433.0,112.0,330.0,277.0,226.0,93.0,296.0,431.0,268797
0,2,7,80,22,0,1,144,86,21.0,422.0,421.0,111.0,336.0,273.0,224.0,98.0,304.0,420.0,268835
0,2,7,70,0,0,1,144,86,1.0,390.0,389.0,79.0,294.0,241.0,192.0,66.0,262.0,388.0,268875
0,3,0,26,17,0,1,37,22,17.0,365.0,364.0,52.0,224.0,214.0,166.0,39.0,192.0,362.0,268916
0,2,7,93,1,0,1,140,86,2.0,405.0,404.0,99.0,337.0,259.0,212.0,88.0,305.0,402.0,268967
0,0,0,98,0,0,3,48,97,2.0,579.0,576.0,78.0,371.0,1481.0,144.0,92.0,354.0,976.0,269020
0,4,23,70,14,0,1,148,86,15.0,414.0,413.0,96.0,314.0,260.0,211.0,80.0,281.0,411.0,269062
0,2,7,87,1,0,2,150,86,6.0,622.0,620.0,134.0,408.0,939.0,229.0,89.0,372.0,819.0,269102
3,2,4,70,13,0,1,144,86,15.0,406.0,405.0,101.0,319.0,290.0,208.0,85.0,290.0,407.0,269144
0,2,7,70,0,0,1,138,86,3.0,376.0,375.0,73.0,288.0,232.0,187.0,64.0,257.0,374.0,269186
2,0,99,73,0,0,1,31,54,11.0,173.0,172.0,2.0,196.0,170.0,104.0,62.0,185.0,174.0,269230
0,2,25,85,1,0,1,144,76,1.0,450.0,449.0,112.0,348.0,281.0,227.0,83.0,312.0,448.0,269272
0,2,7,70,1,0,1,144,38,18.0,818.0,817.0,245.0,513.0,480.0,373.0,85.0,443.0,814.0,269311
0,2,7,79,1,0,1,144,86,0.0,400.0,399.0,89.0,313.0,251.0,202.0,76.0,281.0,398.0,269355
0,2,7,70,33,0,1,144,91,30.0,405.0,404.0,104.0,318.0,263.0,218.0,97.0,288.0,402.0,269399
0,2,13,70,1,0,1,10,86,15.0,77.0,76.0,42.0,135.0,65.0,61.0,52.0,131.0,76.0,269445
0,43,7,70,1,0,1,144,86,41.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,269486
2,3,7,64,24,0,1,144,90,24.0,395.0,394.0,96.0,307.0,273.0,206.0,86.0,278.0,395.0,269524
0,3,10,78,1,0,1,144,86,1.0,399.0,398.0,88.0,311.0,250.0,201.0,75.0,279.0,397.0,269561
6,2,7,70,1,0,1,144,80,6.0,422.0,421.0,107.0,332.0,327.0,210.0,79.0,304.0,426.0,269597
0,2,7,70,1,0,1,25,86,14.0,112.0,111.0,28.0,153.0,84.0,76.0,53.0,146.0,110.0,269636
1,2,7,70,32,0,3,171,94,44.0,852.0,849.0,189.0,487.0,1647.0,261.0,110.0,447.0,1249.0,269672
3,2,13,70,1,0,1,144,90,1.0,379.0,378.0,82.0,300.0,268.0,190.0,71.0,272.0,380.0,269708
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,269746
4,0,21,0,0,1,1,101,79,3.0,245.0,245.0,9.0,130.0,195.0,93.0,0.0,109.0,247.0,269788
0,0,7,70,10,0,1,144,86,8.0,400.0,399.0,89.0,304.0,251.0,202.0,76.0,272.0,398.0,269831
0,1,78,100,1,0,2,75,84,3.0,463.0,461.0,81.0,346.0,856.0,169.0,94.0,325.0,660.0,269875
0,2,11,70,1,0,1,142,86,2.0,387.0,386.0,78.0,293.0,238.0,191.0,65.0,261.0,384.0,269915
7,2,7,70,1,0,1,133,86,5.0,373.0,372.0,91.0,310.0,311.0,189.0,79.0,287.0,377.0,269953
0,2,3,70,1,0,1,132,86,2.0,363.0,362.0,69.0,281.0,225.0,181.0,65.0,251.0,361.0,269990
0,7,13,70,1,0,1,144,86,5.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,270026
0,2,7,66,1,0,1,144,86,0.0,387.0,386.0,76.0,287.0,238.0,189.0,63.0,255.0,385.0,270065
5,2,7,70,19,0,1,144,86,23.0,414.0,413.0,113.0,333.0,320.0,216.0,95.0,306.0,417.0,270102
0,12,0,100,0,0,1,53,100,2.0,189.0,188.0,20.0,236.0,141.0,125.0,85.0,225.0,188.0,270154
0,2,5,70,1,0,1,154,85,0.0,419.0,418.0,90.0,309.0,257.0,205.0,67.0,275.0,416.0,270197
3,0,42,29,1,0,1,83,38,6.0,456.0,455.0,87.0,278.0,308.0,199.0,36.0,240.0,456.0,270238
0,0,100,100,13,0,1,38,63,0.0,217.0,216.0,38.0,257.0,163.0,145.0,98.0,245.0,216.0,270282
0,2,7,63,1,0,1,144,84,0.0,392.0,391.0,75.0,285.0,239.0,189.0,60.0,252.0,390.0,270321
0,2,6,70,1,0,1,129,85,2.0,360.0,359.0,68.0,279.0,223.0,180.0,65.0,250.0,358.0,270360
5,2,7,70,1,0,1,144,86,5.0,396.0,395.0,95.0,315.0,302.0,198.0,77.0,288.0,399.0,270397
0,0,0,28,12,0,1,2,82,5.0,27.0,26.0,80.0,53.0,24.0,22.0,21.0,50.0,26.0,270441
0,0,2,100,0,1,1,72,100,11.0,227.0,226.0,34.0,257.0,163.0,142.0,87.0,242.0,226.0,270491
16,2,7,70,1,0,1,73,86,8.0,240.0,239.0,63.0,274.0,340.0,139.0,91.0,273.0,254.0,270567
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,270605
0,2,7,70,1,0,1,88,86,6.0,260.0,259.0,29.0,229.0,168.0,138.0,61.0,208.0,258.0,270643
7,8,0,68,4,1,1,0,70,1.0,60.0,59.0,30.0,149.0,136.0,58.0,65.0,154.0,66.0,270685
0,2,7,70,1,0,1,156,34,25.0,980.0,979.0,307.0,596.0,570.0,441.0,92.0,511.0,975.0,270723
0,2,7,70,20,0,1,133,86,17.0,385.0,384.0,89.0,301.0,246.0,201.0,84.0,271.0,382.0,270759
3,4,16,70,1,0,1,152,81,6.0,435.0,434.0,105.0,329.0,300.0,214.0,74.0,296.0,435.0,270798
0,13,0,100,12,0,1,0,45,5.0,93.0,92.0,11.0,193.0,92.0,91.0,91.0,191.0,92.0,270846
5,2,7,70,17,0,1,144,86,21.0,412.0,411.0,111.0,331.0,318.0,214.0,93.0,304.0,415.0,270894
0,2,7,70,1,0,1,168,86,1.0,447.0,446.0,101.0,324.0,272.0,217.0,68.0,287.0,444.0,270932
0,0,13,70,9,0,1,137,86,5.0,383.0,382.0,81.0,295.0,240.0,195.0,73.0,265.0,381.0,270975
0,2,0,70,1,0,1,141,89,2.0,373.0,372.0,72.0,287.0,231.0,186.0,65.0,256.0,371.0,271013
0,2,7,70,1,0,1,144,95,2.0,360.0,359.0,68.0,279.0,223.0,180.0,65.0,250.0,357.0,271057
0,2,7,57,1,0,1,144,88,2.0,371.0,370.0,64.0,266.0,223.0,177.0,52.0,234.0,368.0,271095
0,8,93,58,1,0,1,55,1,484.0,11150.0,11149.0,4226.0,5763.0,6290.0,4713.0,533.0,4771.0,11094.0,271138
2,7,10,70,8,0,1,144,86,14.0,400.0,399.0,93.0,310.0,273.0,202.0,78.0,280.0,400.0,271176
5,0,7,66,4,0,1,129,86,4.0,359.0,358.0,79.0,292.0,280.0,182.0,73.0,268.0,362.0,271228
0,6,17,72,1,0,1,120,86,1.0,337.0,336.0,60.0,270.0,212.0,171.0,66.0,243.0,334.0,271271
0,2,7,70,9,0,1,144,83,8.0,411.0,410.0,92.0,310.0,256.0,207.0,75.0,277.0,409.0,271311
0,2,7,70,14,0,1,144,86,13.0,404.0,403.0,93.0,308.0,255.0,206.0,80.0,276.0,402.0,271350
1,5,60,23,0,1,1,0,72,13.0,6.0,5.0,96.0,32.0,54.0,4.0,5.0,31.0,6.0,271391
0,9,7,70,1,0,1,151,97,5.0,368.0,367.0,70.0,283.0,228.0,183.0,65.0,253.0,365.0,271433
0,8,14,100,7,2,3,0,1,7.0,488.0,485.0,48.0,330.0,1433.0,110.0,96.0,322.0,885.0,271477
0,3,1,69,0,0,1,144,86,0.0,389.0,388.0,78.0,292.0,240.0,191.0,65.0,260.0,387.0,271518
0,12,0,100,13,1,1,0,30,5.0,94.0,93.0,10.0,194.0,93.0,92.0,92.0,192.0,93.0,271558
0,2,0,52,9,0,2,2,96,1.0,248.0,246.0,27.0,168.0,718.0,55.0,47.0,163.0,446.0,271611
5,3,7,49,1,0,1,144,86,6.0,375.0,374.0,74.0,273.0,281.0,177.0,56.0,246.0,378.0,271657
0,0,0,0,0,2,4,67,90,7.0,742.0,745.0,39.0,279.0,2101.0,87.0,12.0,258.0,1335.0,271712
0,17,81,70,1,2,1,144,86,15.0,391.0,390.0,80.0,295.0,254.0,193.0,67.0,263.0,389.0,271762
0,2,0,88,14,0,1,124,86,10.0,375.0,374.0,92.0,321.0,246.0,205.0,95.0,293.0,372.0,271807
11,2,7,70,1,0,1,144,85,11.0,406.0,405.0,114.0,341.0,376.0,206.0,89.0,320.0,415.0,271854
0,2,7,33,1,0,1,144,92,2.0,333.0,332.0,34.0,210.0,192.0,147.0,28.0,180.0,330.0,271895
0,2,7,70,1,1,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,271939
0,3,7,79,13,0,1,144,86,13.0,412.0,411.0,101.0,325.0,263.0,214.0,88.0,293.0,410.0,271978
3,4,7,70,1,0,1,144,80,5.0,419.0,418.0,98.0,320.0,291.0,207.0,73.0,289.0,420.0,272018
0,12,7,97,1,0,1,144,86,10.0,418.0,417.0,107.0,349.0,269.0,220.0,94.0,317.0,416.0,272063
0,0,0,67,19,0,5,0,31,24.0,867.0,862.0,91.0,418.0,2758.0,113.0,85.0,404.0,1662.0,272115
0,12,0,53,0,0,1,90,100,1.0,216.0,215.0,1.0,181.0,135.0,110.0,41.0,163.0,215.0,272156
0,0,7,70,0,0,3,144,86,10.0,790.0,787.0,143.0,436.0,1587.0,216.0,76.0,398.0,1186.0,272203
0,2,7,70,1,0,6,25,86,16.0,1112.0,1106.0,132.0,508.0,3449.0,136.0,78.0,486.0,2105.0,272247
0,32,0,70,197,0,1,144,4,533.0,7520.0,7519.0,2952.0,4026.0,4315.0,3306.0,570.0,3376.0,7483.0,272288
0,2,7,70,1,0,1,139,96,3.0,345.0,344.0,62.0,272.0,216.0,174.0,64.0,244.0,343.0,272337
5,2,6,67,1,0,1,144,86,5.0,393.0,392.0,92.0,309.0,299.0,195.0,74.0,282.0,396.0,272384
0,2,7,74,1,1,1,144,86,0.0,395.0,394.0,84.0,303.0,246.0,197.0,71.0,271.0,393.0,272433
0,2,10,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,272478
0,0,0,100,17,0,1,166,100,13.0,434.0,433.0,125.0,370.0,285.0,238.0,111.0,338.0,432.0,272518
0,4,0,100,6,0,1,55,54,1.0,294.0,293.0,64.0,293.0,203.0,173.0,96.0,273.0,292.0,272570
0,2,9,70,7,0,1,144,86,6.0,397.0,396.0,86.0,301.0,248.0,199.0,73.0,269.0,395.0,272614
0,41,7,70,162,0,1,144,86,200.0,552.0,551.0,241.0,456.0,403.0,354.0,228.0,424.0,550.0,272653
0,3,7,70,27,0,1,144,86,27.0,417.0,416.0,106.0,321.0,268.0,219.0,93.0,289.0,415.0,272698
0,3,11,68,1,0,1,144,86,1.0,389.0,388.0,78.0,291.0,240.0,191.0,65.0,259.0,387.0,272750
0,2,5,70,1,0,1,157,90,0.0,405.0,404.0,85.0,303.0,249.0,200.0,67.0,270.0,403.0,272795
0,15,8,39,0,0,1,0,68,4.0,21.0,20.0,83.0,60.0,20.0,19.0,19.0,58.0,20.0,272838
47,2,7,70,14,0,1,190,86,64.0,559.0,558.0,275.0,552.0,879.0,299.0,178.0,557.0,603.0,272879
2,2,7,70,1,0,1,144,90,0.0,378.0,377.0,79.0,296.0,256.0,189.0,69.0,267.0,378.0,272920
