fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,timestamp
0,2,40,59,1,0,1,144,53,9.0,591.0,590.0,150.0,381.0,348.0,271.0,65.0,330.0,587.0,253152
0,19,66,100,0,1,1,42,73,5.0,199.0,198.0,23.0,242.0,146.0,129.0,85.0,229.0,197.0,253199
0,19,7,70,1,0,1,144,86,17.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,253237
0,2,27,70,1,0,1,128,86,3.0,353.0,352.0,65.0,276.0,220.0,178.0,64.0,248.0,351.0,253275
0,0,2,20,4,2,1,40,51,7.0,164.0,163.0,37.0,107.0,94.0,71.0,11.0,91.0,163.0,253317
16,4,7,70,1,0,1,161,86,19.0,447.0,446.0,143.0,380.0,455.0,227.0,100.0,361.0,460.0,253360
0,3,7,70,3,0,1,144,80,3.0,418.0,417.0,91.0,310.0,257.0,206.0,69.0,276.0,416.0,253405
0,2,7,57,1,0,1,158,87,0.0,407.0,406.0,78.0,284.0,244.0,192.0,54.0,249.0,404.0,253454
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,253490
3,2,4,77,17,0,1,123,90,16.0,355.0,354.0,87.0,306.0,266.0,193.0,93.0,282.0,355.0,253528
0,3,0,64,0,2,1,37,60,11.0,171.0,170.0,10.0,174.0,114.0,97.0,49.0,161.0,169.0,253569
7,2,7,70,1,0,1,177,86,10.0,476.0,475.0,131.0,363.0,369.0,233.0,84.0,331.0,480.0,253614
0,2,7,70,1,1,1,53,86,11.0,178.0,177.0,3.0,187.0,121.0,104.0,56.0,174.0,176.0,253652
2,0,0,98,0,0,1,48,100,12.0,178.0,177.0,19.0,236.0,157.0,121.0,86.0,227.0,179.0,253694
1,1,19,63,1,0,1,161,86,1.0,425.0,424.0,91.0,306.0,268.0,205.0,63.0,272.0,423.0,253742
0,2,19,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,253792
0,2,7,67,10,0,1,144,84,9.0,405.0,404.0,88.0,302.0,252.0,202.0,73.0,269.0,403.0,253830
7,9,99,100,6,0,1,0,54,2.0,94.0,93.0,4.0,215.0,170.0,92.0,99.0,220.0,100.0,253875
4,0,100,0,3,1,2,0,61,6.0,192.0,193.0,73.0,74.0,809.0,1.0,1.0,74.0,393.0,253919
42,35,7,70,1,1,1,144,86,75.0,433.0,432.0,206.0,463.0,746.0,235.0,151.0,473.0,473.0,253959
2,26,78,46,1,2,1,75,80,18.0,220.0,219.0,4.0,179.0,191.0,109.0,39.0,163.0,220.0,254003
0,2,7,61,1,0,1,144,86,0.0,382.0,381.0,71.0,277.0,233.0,184.0,58.0,245.0,380.0,254046
0,12,0,100,0,0,1,67,52,4.0,342.0,341.0,79.0,315.0,226.0,190.0,91.0,290.0,340.0,254108
0,8,7,11,196,0,1,144,86,201.0,527.0,526.0,216.0,372.0,378.0,329.0,203.0,340.0,525.0,254162
0,2,18,70,1,0,1,168,86,1.0,447.0,446.0,101.0,324.0,272.0,217.0,68.0,287.0,444.0,254206
0,2,7,70,3,0,2,144,68,11.0,683.0,681.0,148.0,414.0,966.0,245.0,77.0,371.0,879.0,254256
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,254293
0,2,7,70,1,0,1,163,86,1.0,436.0,435.0,97.0,318.0,266.0,212.0,68.0,282.0,433.0,254332
0,2,7,70,52,0,1,144,24,88.0,1315.0,1314.0,467.0,791.0,780.0,611.0,155.0,681.0,1308.0,254373
3,0,42,29,1,0,2,97,100,0.0,410.0,408.0,24.0,224.0,847.0,107.0,29.0,204.0,611.0,254423
0,2,7,70,19,0,1,144,86,18.0,409.0,408.0,98.0,313.0,260.0,211.0,85.0,281.0,407.0,254472
9,2,7,77,17,0,1,144,86,25.0,423.0,422.0,130.0,361.0,373.0,225.0,108.0,338.0,430.0,254510
0,7,7,70,13,0,1,144,84,17.0,411.0,410.0,94.0,311.0,258.0,208.0,79.0,278.0,409.0,254547
0,0,0,93,17,0,1,38,63,4.0,214.0,213.0,35.0,247.0,159.0,142.0,95.0,235.0,213.0,254588
0,8,10,56,1,0,1,144,94,4.0,349.0,348.0,55.0,253.0,211.0,167.0,51.0,223.0,346.0,254630
0,2,7,70,5,0,2,144,91,8.0,577.0,575.0,108.0,361.0,908.0,202.0,74.0,328.0,773.0,254669
12,4,9,70,5,0,1,144,86,18.0,407.0,406.0,120.0,347.0,390.0,209.0,95.0,327.0,417.0,254711
6,6,7,70,1,0,1,144,86,10.0,397.0,396.0,98.0,319.0,314.0,199.0,79.0,293.0,401.0,254757
0,2,1,70,1,0,1,144,96,3.0,355.0,354.0,65.0,277.0,221.0,178.0,64.0,248.0,353.0,254797
0,6,0,79,0,1,1,2,100,12.0,65.0,64.0,41.0,142.0,63.0,61.0,60.0,140.0,64.0,254836
0,2,7,70,1,0,1,123,86,3.0,342.0,341.0,61.0,271.0,214.0,173.0,64.0,243.0,339.0,254876
0,0,2,100,16,1,1,7,100,1.0,113.0,112.0,1.0,205.0,105.0,102.0,97.0,202.0,111.0,254916
0,8,15,70,1,0,1,148,92,4.0,378.0,377.0,74.0,289.0,233.0,188.0,65.0,258.0,376.0,254955
1,8,0,68,0,0,1,105,70,3.0,353.0,352.0,65.0,276.0,230.0,176.0,63.0,248.0,352.0,254997
33,2,7,70,1,1,1,144,86,33.0,424.0,423.0,179.0,427.0,638.0,226.0,133.0,428.0,455.0,255044
1,13,0,100,0,0,1,0,100,5.0,83.0,82.0,19.0,186.0,93.0,81.0,82.0,185.0,83.0,255095
0,2,12,70,1,0,1,126,96,5.0,318.0,317.0,51.0,258.0,200.0,163.0,62.0,233.0,316.0,255145
22,2,7,12,1,0,10,144,86,76.0,2172.0,2181.0,384.0,914.0,6541.0,273.0,115.0,886.0,3974.0,255183
0,2,7,70,1,0,1,144,95,2.0,360.0,359.0,68.0,279.0,223.0,180.0,65.0,250.0,357.0,255229
0,2,7,70,1,1,1,144,32,24.0,961.0,960.0,299.0,586.0,560.0,433.0,91.0,503.0,956.0,255266
1,2,7,56,1,0,1,144,86,1.0,378.0,377.0,69.0,271.0,240.0,180.0,55.0,240.0,377.0,255304
0,8,6,93,1,0,1,55,50,0.0,299.0,298.0,57.0,282.0,200.0,167.0,84.0,260.0,296.0,255354
0,0,7,61,8,0,1,144,86,6.0,389.0,388.0,78.0,284.0,240.0,191.0,65.0,252.0,387.0,255398
0,2,7,70,1,0,8,49,7,88.0,2866.0,2858.0,718.0,1340.0,5553.0,729.0,148.0,1191.0,4251.0,255435
0,2,30,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,255472
0,2,7,70,71,0,1,144,55,77.0,652.0,651.0,223.0,463.0,417.0,344.0,144.0,414.0,649.0,255509
0,0,60,23,0,1,1,148,79,1.0,383.0,382.0,47.0,221.0,254.0,163.0,20.0,186.0,380.0,255550
0,2,7,70,26,0,1,98,86,19.0,308.0,307.0,63.0,265.0,206.0,172.0,86.0,242.0,306.0,255600
0,2,7,70,1,0,7,65,86,27.0,1406.0,1399.0,200.0,627.0,4176.0,187.0,88.0,593.0,2598.0,255648
0,2,1,70,1,0,1,144,65,4.0,501.0,500.0,122.0,351.0,302.0,239.0,71.0,309.0,497.0,255688
48,2,57,70,1,0,1,144,7,217.0,4257.0,4256.0,1697.0,2433.0,2952.0,1847.0,332.0,2109.0,4283.0,255725
0,8,23,98,0,2,3,0,1,1.0,480.0,477.0,40.0,320.0,1425.0,102.0,88.0,312.0,877.0,255765
0,2,7,70,3,0,1,141,86,0.0,386.0,385.0,79.0,294.0,239.0,192.0,67.0,262.0,384.0,255806
0,2,7,70,1,0,1,130,96,3.0,326.0,325.0,54.0,262.0,205.0,166.0,64.0,236.0,324.0,255845
0,12,8,100,16,1,1,0,30,8.0,97.0,96.0,7.0,197.0,96.0,95.0,95.0,195.0,96.0,255885
0,2,8,55,1,0,1,144,87,2.0,373.0,372.0,63.0,263.0,224.0,177.0,50.0,232.0,370.0,255927
0,2,11,84,1,0,1,144,86,0.0,405.0,404.0,94.0,323.0,256.0,207.0,81.0,291.0,403.0,255972
43,2,68,70,1,0,1,144,86,43.0,434.0,433.0,209.0,467.0,758.0,236.0,153.0,478.0,475.0,256011
7,2,7,70,36,0,1,126,86,39.0,391.0,390.0,119.0,337.0,337.0,218.0,113.0,316.0,395.0,256050
0,2,7,70,1,0,1,138,83,2.0,389.0,388.0,79.0,294.0,239.0,192.0,65.0,262.0,386.0,256087
4,2,12,75,1,0,1,141,88,2.0,386.0,385.0,91.0,314.0,286.0,196.0,78.0,287.0,387.0,256132
0,0,0,52,0,0,2,2,87,11.0,239.0,237.0,36.0,160.0,709.0,46.0,38.0,154.0,437.0,256170
0,2,7,62,1,0,1,138,86,2.0,369.0,368.0,66.0,273.0,225.0,180.0,57.0,242.0,367.0,256217
0,0,0,0,0,2,4,0,62,0.0,592.0,595.0,19.0,202.0,2017.0,23.0,5.0,194.0,1185.0,256265
0,2,7,74,1,0,1,144,86,0.0,395.0,394.0,84.0,303.0,246.0,197.0,71.0,271.0,393.0,256305
2,5,7,70,1,0,1,143,86,3.0,391.0,390.0,85.0,302.0,263.0,194.0,69.0,272.0,390.0,256343
0,31,7,70,70,0,1,144,10,212.0,3030.0,3029.0,1141.0,1675.0,1748.0,1344.0,250.0,1414.0,3015.0,256382
0,1,11,70,1,0,2,110,69,3.0,575.0,573.0,105.0,359.0,905.0,199.0,70.0,325.0,772.0,256419
0,13,0,67,0,2,2,16,31,5.0,354.0,352.0,18.0,240.0,779.0,103.0,57.0,226.0,551.0,256469
0,0,100,53,0,0,1,54,100,13.0,144.0,143.0,27.0,143.0,143.0,79.0,38.0,132.0,143.0,256521
2,1,7,70,1,0,1,144,86,1.0,393.0,392.0,86.0,303.0,266.0,195.0,71.0,273.0,393.0,256564
3,2,7,70,1,0,1,151,89,3.0,399.0,398.0,90.0,309.0,280.0,198.0,73.0,280.0,399.0,256603
8,8,7,70,4,0,1,144,86,17.0,402.0,401.0,107.0,330.0,341.0,204.0,86.0,306.0,408.0,256640
0,0,0,100,17,0,1,0,100,2.0,98.0,97.0,6.0,198.0,97.0,96.0,96.0,196.0,97.0,256689
13,2,7,70,1,0,1,144,86,13.0,404.0,403.0,119.0,347.0,398.0,206.0,93.0,328.0,415.0,256738
0,14,23,18,6,0,1,1,62,2.0,10.0,9.0,96.0,26.0,13.0,6.0,5.0,24.0,9.0,256783
3,2,7,70,0,0,1,140,86,0.0,384.0,383.0,84.0,302.0,271.0,191.0,70.0,273.0,384.0,256837
0,2,7,32,1,0,1,144,86,0.0,353.0,352.0,42.0,219.0,204.0,155.0,29.0,187.0,351.0,256883
0,2,89,70,1,0,1,190,86,4.0,499.0,498.0,121.0,351.0,322.0,239.0,71.0,309.0,496.0,256924
48,2,7,89,1,0,1,144,86,48.0,458.0,457.0,243.0,525.0,837.0,260.0,182.0,541.0,504.0,256963
3,2,10,60,1,0,1,133,86,1.0,359.0,358.0,69.0,274.0,253.0,175.0,61.0,247.0,359.0,257003
0,2,7,91,1,0,1,144,86,0.0,412.0,411.0,101.0,337.0,263.0,214.0,88.0,305.0,410.0,257046
0,8,8,80,5,0,1,0,8,7.0,66.0,65.0,38.0,146.0,65.0,64.0,64.0,144.0,65.0,257086
0,2,7,70,10,0,1,144,86,9.0,400.0,399.0,89.0,304.0,251.0,202.0,76.0,272.0,398.0,257130
0,2,7,6,1,0,1,144,86,0.0,327.0,326.0,16.0,167.0,180.0,129.0,3.0,135.0,325.0,257176
0,1,7,70,1,0,1,144,86,1.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,257220
7,11,0,46,0,0,2,6,100,6.0,247.0,245.0,18.0,179.0,791.0,50.0,46.0,180.0,452.0,257266
2,0,25,67,7,1,3,0,100,2.0,457.0,454.0,21.0,272.0,1424.0,79.0,67.0,266.0,856.0,257311
2,2,7,70,1,0,1,166,76,6.0,496.0,495.0,125.0,356.0,323.0,239.0,75.0,317.0,495.0,257352
7,2,7,70,1,0,1,157,86,7.0,429.0,428.0,112.0,339.0,342.0,213.0,81.0,311.0,433.0,257392
1,8,0,63,7,0,1,134,100,10.0,323.0,322.0,55.0,257.0,215.0,165.0,65.0,232.0,322.0,257437
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,257493
0,2,5,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,257542
0,2,7,70,1,0,1,133,86,2.0,366.0,365.0,70.0,282.0,227.0,182.0,65.0,252.0,363.0,257581
0,18,42,100,0,2,1,0,28,1.0,82.0,81.0,22.0,182.0,81.0,80.0,80.0,180.0,81.0,257624
0,2,7,54,23,0,1,110,86,17.0,317.0,316.0,55.0,244.0,202.0,165.0,68.0,219.0,315.0,257663
0,17,31,97,0,0,1,16,52,0.0,141.0,140.0,1.0,208.0,112.0,103.0,79.0,200.0,140.0,257703
1,2,7,70,1,0,1,144,77,2.0,432.0,431.0,97.0,320.0,275.0,211.0,70.0,285.0,430.0,257749
8,2,7,70,12,0,1,144,86,19.0,410.0,409.0,115.0,338.0,349.0,212.0,94.0,314.0,416.0,257796
0,1,7,55,1,0,1,166,97,1.0,384.0,383.0,67.0,269.0,231.0,181.0,52.0,236.0,381.0,257835
4,0,7,70,1,0,1,144,86,3.0,395.0,394.0,92.0,311.0,290.0,197.0,75.0,283.0,397.0,257874
0,2,7,70,14,0,1,144,86,13.0,404.0,403.0,93.0,308.0,255.0,206.0,80.0,276.0,402.0,257922
0,2,7,15,1,0,1,144,58,6.0,499.0,498.0,87.0,269.0,278.0,207.0,18.0,222.0,496.0,257961
43,43,7,70,180,0,1,144,86,263.0,613.0,612.0,388.0,646.0,937.0,415.0,332.0,657.0,654.0,258008
24,8,7,70,1,0,1,198,86,34.0,542.0,541.0,201.0,457.0,600.0,271.0,119.0,437.0,563.0,258051
1,2,7,70,1,0,1,156,86,1.0,420.0,419.0,93.0,314.0,269.0,206.0,69.0,280.0,418.0,258090
0,2,4,70,19,0,1,142,76,19.0,448.0,447.0,112.0,334.0,281.0,228.0,86.0,298.0,445.0,258136
3,2,7,64,1,0,1,144,69,6.0,472.0,471.0,115.0,338.0,318.0,225.0,70.0,301.0,472.0,258179
0,1,66,22,0,1,1,25,73,14.0,73.0,72.0,74.0,61.0,87.0,31.0,6.0,53.0,72.0,258229
0,0,86,20,4,0,1,69,51,1.0,279.0,278.0,7.0,165.0,225.0,119.0,17.0,139.0,277.0,258272
0,31,7,70,145,0,9,144,86,221.0,2135.0,2128.0,480.0,1007.0,5772.0,433.0,251.0,951.0,3725.0,258315
0,2,10,70,1,0,1,113,83,3.0,328.0,327.0,55.0,263.0,206.0,167.0,64.0,237.0,325.0,258354
2,3,0,64,0,0,2,37,22,8.0,588.0,586.0,111.0,362.0,932.0,201.0,69.0,329.0,786.0,258410
3,0,77,29,0,0,2,48,100,5.0,310.0,308.0,15.0,173.0,826.0,65.0,24.0,162.0,511.0,258467
0,5,99,0,6,2,1,31,54,3.0,109.0,109.0,66.0,53.0,152.0,40.0,4.0,40.0,108.0,258516
0,2,77,72,1,0,1,144,86,0.0,393.0,392.0,82.0,299.0,250.0,195.0,69.0,267.0,391.0,258556
0,2,7,70,1,0,1,22,86,14.0,105.0,104.0,31.0,149.0,81.0,72.0,53.0,142.0,103.0,258596
3,2,2,70,27,0,1,144,86,29.0,420.0,419.0,115.0,333.0,304.0,222.0,99.0,304.0,421.0,258639
5,2,7,70,0,0,1,144,86,4.0,395.0,394.0,94.0,314.0,301.0,197.0,76.0,287.0,398.0,258686
3,1,7,70,1,0,1,143,72,3.0,457.0,456.0,113.0,339.0,312.0,222.0,74.0,304.0,457.0,258730
0,2,7,70,1,0,1,76,86,8.0,231.0,230.0,18.0,214.0,152.0,126.0,59.0,196.0,229.0,258780
1,14,16,74,0,0,1,144,92,10.0,374.0,373.0,77.0,295.0,244.0,188.0,70.0,266.0,372.0,258824
0,2,7,70,1,2,9,144,86,48.0,1991.0,1982.0,336.0,863.0,5626.0,289.0,107.0,807.0,3581.0,258861
0,2,15,70,14,0,1,174,86,16.0,475.0,474.0,120.0,345.0,294.0,236.0,83.0,306.0,472.0,258900
0,2,27,70,1,0,1,23,86,14.0,107.0,106.0,30.0,150.0,82.0,73.0,53.0,143.0,106.0,258938
0,2,15,62,20,0,1,144,85,19.0,406.0,405.0,92.0,300.0,255.0,206.0,78.0,268.0,404.0,258978
4,0,49,100,0,0,1,101,61,0.0,421.0,420.0,119.0,368.0,316.0,225.0,102.0,341.0,422.0,259022
0,2,7,70,1,0,1,70,43,2.0,382.0,381.0,76.0,291.0,236.0,189.0,65.0,259.0,379.0,259067
2,2,78,100,1,0,2,75,84,0.0,465.0,463.0,87.0,354.0,880.0,171.0,98.0,335.0,664.0,259113
0,2,7,70,1,0,1,113,86,5.0,318.0,317.0,51.0,259.0,200.0,163.0,62.0,233.0,316.0,259179
0,9,7,70,1,0,1,144,86,7.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,259229
0,2,1,70,1,0,2,144,89,4.0,580.0,578.0,107.0,361.0,907.0,201.0,70.0,327.0,776.0,259274
0,2,7,70,25,0,1,144,86,24.0,415.0,414.0,104.0,319.0,266.0,217.0,91.0,287.0,413.0,259315
0,2,7,70,1,0,1,144,66,4.0,494.0,493.0,119.0,348.0,298.0,237.0,71.0,307.0,491.0,259359
0,2,7,70,1,0,8,55,86,31.0,1582.0,1574.0,223.0,686.0,4835.0,189.0,91.0,651.0,2974.0,259399
0,12,0,55,0,0,1,0,100,7.0,37.0,36.0,67.0,92.0,36.0,35.0,35.0,90.0,36.0,259442
0,2,7,65,3,0,1,144,86,2.0,388.0,387.0,77.0,287.0,239.0,190.0,64.0,255.0,386.0,259495
3,0,42,29,4,0,2,97,100,3.0,413.0,411.0,27.0,227.0,850.0,110.0,32.0,207.0,614.0,259538
1,0,100,100,13,0,1,38,63,1.0,218.0,217.0,41.0,261.0,175.0,146.0,100.0,250.0,218.0,259582
0,1,7,70,12,0,1,160,86,11.0,440.0,439.0,105.0,326.0,273.0,221.0,79.0,291.0,437.0,259623
0,6,20,79,12,0,1,2,67,0.0,79.0,78.0,28.0,155.0,76.0,74.0,72.0,153.0,78.0,259662
0,2,7,79,11,0,1,144,86,10.0,410.0,409.0,99.0,323.0,261.0,212.0,86.0,291.0,408.0,259702
0,2,1,70,8,0,1,168,86,8.0,454.0,453.0,108.0,331.0,279.0,224.0,75.0,294.0,451.0,259741
0,3,7,66,31,0,1,173,86,34.0,486.0,485.0,132.0,353.0,306.0,248.0,96.0,314.0,483.0,259779
0,12,2,100,0,1,2,97,100,7.0,477.0,475.0,85.0,353.0,863.0,174.0,93.0,330.0,675.0,259821
7,1,73,68,1,0,1,0,40,11.0,57.0,56.0,33.0,146.0,139.0,55.0,62.0,151.0,63.0,259868
0,14,0,27,7,0,1,63,45,15.0,298.0,297.0,21.0,187.0,173.0,133.0,27.0,160.0,296.0,259913
0,2,3,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,259954
0,2,7,70,1,0,2,101,86,1.0,490.0,488.0,73.0,315.0,858.0,163.0,67.0,289.0,687.0,259994
0,2,9,64,20,0,1,149,81,20.0,437.0,436.0,105.0,319.0,273.0,220.0,81.0,284.0,435.0,260032
0,1,7,65,1,0,2,175,80,9.0,690.0,688.0,147.0,409.0,967.0,244.0,71.0,365.0,886.0,260070
3,2,7,73,20,0,1,144,86,22.0,416.0,415.0,111.0,332.0,300.0,218.0,95.0,303.0,417.0,260109
0,2,7,43,129,0,1,144,57,135.0,665.0,664.0,247.0,457.0,438.0,367.0,175.0,410.0,661.0,260151
0,0,6,66,1,0,1,77,50,3.0,360.0,359.0,65.0,273.0,222.0,178.0,61.0,244.0,358.0,260198
0,2,7,60,1,0,5,144,86,24.0,1181.0,1176.0,198.0,559.0,2924.0,231.0,77.0,515.0,1975.0,260243
6,4,7,70,1,0,1,144,86,8.0,397.0,396.0,98.0,319.0,314.0,199.0,79.0,293.0,401.0,260280
0,2,7,70,7,0,1,149,86,6.0,409.0,408.0,90.0,308.0,254.0,205.0,73.0,275.0,406.0,260320
0,2,13,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,260359
1,2,7,70,33,0,1,144,77,34.0,464.0,463.0,129.0,352.0,307.0,243.0,102.0,317.0,462.0,260396
0,2,7,94,1,0,2,119,81,3.0,573.0,571.0,119.0,394.0,915.0,212.0,93.0,362.0,770.0,260433
0,2,7,70,1,0,1,144,38,18.0,818.0,817.0,245.0,513.0,480.0,373.0,85.0,443.0,814.0,260469
0,7,0,70,1,0,1,144,86,5.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,260506
0,2,7,70,1,0,1,144,85,0.0,395.0,394.0,81.0,297.0,244.0,195.0,67.0,265.0,393.0,260545
1,0,60,23,0,1,1,40,79,12.0,109.0,108.0,56.0,84.0,111.0,47.0,10.0,74.0,108.0,260587
0,2,7,57,6,0,1,144,88,3.0,376.0,375.0,69.0,271.0,228.0,182.0,57.0,239.0,373.0,260629
0,2,7,70,27,0,1,144,86,26.0,417.0,416.0,106.0,321.0,268.0,219.0,93.0,289.0,415.0,260665
0,2,4,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,260704
0,48,7,70,1,2,1,187,86,50.0,492.0,491.0,119.0,347.0,298.0,236.0,71.0,306.0,489.0,260742
0,2,7,48,1,0,1,144,86,0.0,369.0,368.0,58.0,251.0,220.0,171.0,45.0,219.0,367.0,260785
4,0,14,100,15,0,3,0,30,12.0,500.0,497.0,68.0,354.0,1489.0,122.0,112.0,350.0,901.0,260827
0,12,8,100,8,1,1,9,30,3.0,150.0,149.0,9.0,221.0,122.0,114.0,90.0,214.0,149.0,260901
30,2,7,70,1,0,1,144,62,34.0,552.0,551.0,220.0,482.0,674.0,279.0,131.0,469.0,579.0,260949
0,2,0,52,9,0,2,2,86,1.0,248.0,246.0,27.0,169.0,718.0,55.0,47.0,163.0,446.0,260989
0,1,25,39,0,2,1,0,70,18.0,21.0,20.0,83.0,60.0,20.0,19.0,19.0,58.0,20.0,261032
0,0,0,0,19,2,1,0,46,0.0,1.0,1.0,103.0,1.0,1.0,1.0,1.0,1.0,0.0,261076
2,4,7,70,1,0,1,144,71,7.0,465.0,464.0,113.0,340.0,306.0,226.0,74.0,304.0,464.0,261117
0,2,12,78,1,0,1,144,86,0.0,399.0,398.0,88.0,311.0,250.0,201.0,75.0,279.0,397.0,261160
0,20,7,70,1,0,1,144,86,18.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,261204
0,2,7,41,1,0,2,34,86,6.0,304.0,302.0,17.0,176.0,741.0,67.0,31.0,164.0,501.0,261247
1,5,1,70,1,0,2,144,86,10.0,592.0,590.0,115.0,370.0,927.0,206.0,74.0,336.0,790.0,261395
0,2,57,70,1,0,1,145,86,0.0,394.0,393.0,81.0,296.0,243.0,194.0,67.0,264.0,391.0,261433
0,12,0,53,0,0,1,84,100,1.0,204.0,203.0,4.0,174.0,129.0,104.0,41.0,157.0,203.0,261474
7,6,7,70,76,2,1,18,15,81.0,377.0,376.0,138.0,350.0,346.0,235.0,151.0,333.0,382.0,261521
0,0,0,80,17,0,1,86,100,7.0,252.0,251.0,42.0,248.0,175.0,151.0,85.0,231.0,251.0,261568
0,2,7,70,1,0,3,144,86,12.0,791.0,788.0,144.0,437.0,1588.0,217.0,77.0,399.0,1187.0,261619
0,2,7,70,1,0,1,144,100,3.0,343.0,342.0,61.0,272.0,215.0,174.0,64.0,244.0,341.0,261662
0,4,23,18,6,0,1,55,82,2.0,142.0,141.0,46.0,93.0,87.0,61.0,11.0,79.0,140.0,261707
3,0,7,68,1,0,1,144,85,2.0,396.0,395.0,88.0,305.0,278.0,196.0,71.0,276.0,397.0,261754
0,2,7,0,1,0,1,144,86,0.0,323.0,323.0,12.0,157.0,180.0,125.0,1.0,125.0,321.0,261805
0,10,7,82,5,0,1,144,86,12.0,407.0,406.0,96.0,323.0,258.0,209.0,83.0,291.0,405.0,261846
2,15,8,76,5,0,1,0,8,2.0,64.0,63.0,36.0,146.0,85.0,62.0,64.0,146.0,65.0,261892
0,2,6,66,1,0,1,122,86,3.0,335.0,334.0,56.0,261.0,209.0,167.0,60.0,233.0,333.0,261933
0,3,2,79,11,0,1,144,86,11.0,410.0,409.0,99.0,323.0,261.0,212.0,86.0,291.0,408.0,261972
0,0,0,27,0,0,1,23,85,16.0,64.0,63.0,74.0,63.0,38.0,30.0,9.0,57.0,62.0,262026
0,2,6,70,12,0,3,144,86,23.0,802.0,799.0,155.0,448.0,1599.0,228.0,88.0,410.0,1198.0,262066
0,2,48,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,262105
0,0,6,17,7,1,3,0,65,0.0,405.0,402.0,35.0,164.0,1350.0,27.0,13.0,156.0,802.0,262149
3,5,25,70,1,0,1,144,86,6.0,394.0,393.0,89.0,307.0,278.0,196.0,73.0,278.0,395.0,262188
0,2,7,70,1,0,4,144,86,18.0,991.0,987.0,176.0,508.0,2261.0,229.0,82.0,467.0,1586.0,262227
0,2,7,51,1,0,1,144,19,52.0,1565.0,1564.0,521.0,866.0,889.0,677.0,100.0,728.0,1557.0,262277
4,2,7,70,1,2,1,144,86,4.0,395.0,394.0,92.0,311.0,290.0,197.0,75.0,283.0,397.0,262318
1,8,0,63,7,0,1,41,100,1.0,135.0,134.0,17.0,161.0,110.0,85.0,56.0,152.0,135.0,262362
0,46,7,70,1,0,1,144,86,44.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,262411
0,5,5,70,1,0,1,144,86,3.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,262459
0,18,42,3,0,2,1,0,100,1.0,0.0,0.0,104.0,3.0,24.0,2.0,2.0,1.0,1.0,262512
0,17,64,52,21,0,1,16,78,21.0,97.0,96.0,33.0,128.0,90.0,70.0,55.0,122.0,95.0,262556
0,50,7,70,138,0,2,144,86,191.0,728.0,726.0,249.0,503.0,1052.0,342.0,209.0,468.0,925.0,262598
0,0,1,70,1,0,1,144,97,4.0,352.0,351.0,64.0,276.0,220.0,177.0,64.0,247.0,350.0,262637
12,21,39,70,1,1,10,144,86,85.0,2203.0,2193.0,404.0,982.0,6449.0,313.0,136.0,935.0,4004.0,262680
0,18,0,34,0,0,1,6,73,0.0,33.0,32.0,82.0,58.0,25.0,21.0,15.0,55.0,32.0,262730
1,2,5,70,1,0,1,144,91,1.0,374.0,373.0,75.0,290.0,243.0,187.0,67.0,261.0,372.0,262780
0,0,86,20,4,2,1,69,51,1.0,279.0,278.0,7.0,165.0,225.0,119.0,17.0,139.0,277.0,262832
0,3,0,1,0,0,1,37,22,0.0,325.0,325.0,12.0,159.0,175.0,126.0,1.0,127.0,322.0,262886
0,2,2,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,262933
1,0,0,98,3,0,3,0,100,3.0,483.0,480.0,45.0,326.0,1439.0,105.0,92.0,319.0,881.0,262981
